Indiv_id	Groundtrth	Size_id	Community_	Grass_heig	Andropog_c	Tree_densi	Geol_id	Xval	Yval	Fire5698	Altitude	Slope	Aspect	Rsp	Trmi	Twi
400	611	2	BG	tall grass	andropogonoid	3	0	95964.418311	-3116955.059895	8	161	1	62	5	21	-0.32
401	612	2	BG	tall grass	andropogonoid	3	0	95939.461147	-3116979.830152	8	161	0	95	5	32	0.83
402	613	1	BG	tall grass	andropogonoid	3	0	95909.720275	-3117008.723714	7	161	0	95	5	32	0.83
403	614	1	LG	tall grass	unclear	3	2	95878.379728	-3117039.982715	8	161	0	165	15	50	1.85
404	615	1	patchy	tall grass	unclear	3	2	95848.097906	-3117070.655804	8	161	0	165	15	50	1.85
405	616	2	BG	tall grass	chlorodoid	3	2	95819.95251	-3117097.778786	8	161	1	184	5	34	-0.1
406	617	2	BG	tall grass	chlorodoid	3	2	95790.739112	-3117126.67698	7	158	4	188	15	53	1.27
407	618	1	BG	tall grass	chlorodoid	3	2	95767.905897	-3117148.491795	7	158	4	188	15	53	1.27
408	619	1	patchy	patchy	unclear	0	2	95738.175408	-3117176.196839	7	153	6	173	15	53	1.01
21	620	2	LG	tall grass	unclear	2	2	96260.178123	-3135908.984547	10	55	0	-1	15	39	5.67
22	621	2	LG	tall grass	unclear	2	0	95998.908138	-3135884.269019	9	43	0	-1	15	39	4.94
25	622	2	LG	short grass	andropogonoid	0	2	95012.73856	-3136375.744939	10	41	0	-1	15	39	5.95
29	623	2	LG	short grass	andropogonoid	0	2	94902.023663	-3136471.175886	10	48	0	-1	15	39	5.87
34	624	3	LG	short grass	unclear	2	4	101184.36062	-3114775.764622	11	104	0	-1	15	39	4.83
47	625	3	LG	short grass	unclear	1	2	96866.894004	-3132612.906386	11	89	4	147	5	30	-1.55
53	626	2	LG	short grass	unclear	0	4	101276.811944	-3116115.494773	7	103	0	-1	15	39	5.14
57	627	2	LG	short grass	unclear	2	4	103036.144229	-3115598.433688	6	143	0	126	15	41	7.97
65	628	3	LG	short grass	unclear	2	2	101777.074606	-3120353.62814	13	215	0	-1	15	39	4.5
72	629	3	LG	short grass	unclear	1	2	96843.551591	-3131669.737391	13	120	3	297	5	31	-1.11
1	630	1	LG	tall grass	unclear	3	4	100546.149435	-3116793.777818	8	130	0	-1	15	39	3.69
2	631	1	BG	tall grass	unclear	3	4	100464.109468	-3116815.252902	7	134	0	-1	15	39	3.4
3	632	1	LG	tall grass	unclear	3	4	100347.643855	-3116841.980392	8	140	0	-1	15	39	4.09
4	633	1	Patchy	tall grass	unclear	3	4	100229.557934	-3116866.847782	8	150	4	87	15	33	1.63
5	634	1	LG	tall grass	unclear	3	4	100119.736038	-3116882.549967	8	160	6	93	15	33	0.85
6	635	1	LG	tall grass	unclear	3	4	100008.21412	-3116905.62816	8	175	8	84	15	35	0.14
7	636	1	BG	tall grass	unclear	3	4	99838.422662	-3117044.593254	8	210	11	128	15	36	-1.71
8	637	1	BG	tall grass	unclear	3	2	99781.682466	-3116977.618093	8	219	4	119	5	27	-1.4
9	638	1	BG	tall grass	unclear	3	2	99657.144412	-3116991.354821	8	221	1	188	5	42	-0.17
10	639	1	BG	tall grass	chlorodoid	2	2	99538.75318	-3117053.17048	8	213	3	232	5	28	-1.3
11	640	1	BG	tall grass	panicoid	3	2	99422.07659	-3117105.76694	8	213	2	51	5	20	-1.05
12	641	1	BG	tall grass	chlorodoid	3	2	99297.601983	-3117112.117525	8	215	5	345	5	15	-1.5
13	642	1	BG	tall grass	chlorodoid	2	2	99185.915008	-3117155.520961	8	205	7	307	15	28	-0.58
14	643	1	BG	tall grass	unclear	1	2	99054.723904	-3117182.138333	8	200	5	308	15	29	-1.02
15	644	1	LG	tall grass	unclear	1	0	98923.410794	-3117223.53461	8	187	5	296	5	21	-1.56
16	645	1	Patchy	tall grass	unclear	1	0	98803.664169	-3117252.096164	8	182	4	307	15	36	1.86
17	646	1	BG	tall grass	unclear	3	0	98680.613905	-3117284.326725	9	178	3	332	15	34	2.25
18	647	1	BG	tall grass	chlorodoid	2	0	98562.521143	-3117311.057872	10	177	2	7	15	35	3.07
19	648	1	BG	short grass	chlorodoid	2	0	98439.456966	-3117345.138348	11	180	0	124	5	28	0.59
20	649	1	BG	tall grass	chlorodoid	1	0	98322.880842	-3117386.661719	10	178	2	212	15	51	-0.15
22	651	1	BG	tall grass	andropogonoid	2	2	0	0	0	0	0	0	0	0	0
23	652	1	BG	tall grass	andropogonoid	3	2	97978.249668	-3117489.114933	7	156	1	13	15	26	2.75
24	653	1	BG	tall grass	chlorodoid	1	2	97848.656204	-3117521.300126	7	160	3	21	5	16	-1.25
25	654	1	BG	tall grass	chlorodoid	1	2	97725.581335	-3117557.235319	8	164	2	358	15	28	0.13
26	655	1	BG	tall grass	chlorodoid	1	2	97618.922462	-3117587.763462	8	163	2	287	5	23	-0.93
27	656	1	LG	short grass	unclear	1	2	97497.500454	-3117621.866919	7	154	7	270	15	43	-0.25
28	657	1	BG	tall grass	chlorodoid	3	2	97379.353723	-3117655.997243	5	140	0	-1	15	39	3.4
29	658	1	BG	tall grass	chlorodoid	1	0	97226.832087	-3117689.849328	5	145	1	7	15	27	1.72
30	659	1	BG	tall grass	unclear	3	2	97103.685797	-3117735.025917	6	151	3	23	15	36	3.52
31	660	1	Patchy	tall grass	unclear	3	2	96980.675774	-3117763.578857	6	156	2	56	15	39	1.33
32	661	1	Patchy	tall grass	unclear	3	2	96870.687305	-3117801.475676	6	160	1	86	15	39	1.52
33	662	1	BG	tall grass	chlorodoid	3	2	96749.329854	-3117828.197924	6	164	2	87	15	39	1.12
34	663	1	LG	tall grass	unclear	1	2	96627.779262	-3117878.933899	6	172	3	29	5	17	-1.27
35	664	1	Patchy	tall grass	unclear	2	2	96524.429798	-3117905.804428	8	173	4	336	5	19	-1.39
36	665	1	LG	tall grass	unclear	3	2	96412.851836	-3117938.150881	8	169	5	290	5	21	-1.56
37	666	1	BG	tall grass	panicoid	3	2	96304.562901	-3117968.677362	8	160	3	274	15	35	0.38
38	667	1	BG	tall grass	andropogonoid	1	2	96201.215037	-3117995.550654	8	159	1	37	15	31	1.55
39	668	1	BG	tall grass	panicoid	1	2	96114.265646	-3118018.863046	8	162	2	42	15	32	-0.07
40	669	1	Patchy	tall grass	unclear	1	2	95991.246381	-3118049.273513	8	159	7	274	15	32	-1.08
41	670	1	BG	tall grass	andropogonoid	1	2	95884.47795	-3118094.594364	12	141	2	269	20	42	4.27
43	671	1	LG	tall grass	unclear	3	0	95554.711114	-3118186.15263	11	147	1	74	15	33	1.56
44	672	1	BG	tall grass	unclear	2	0	95556.3483	-3118186.16576	11	147	1	74	15	33	1.56
45	673	1	BG	tall grass	unclear	1	0	95443.257068	-3118203.731724	11	154	3	49	15	32	0.19
46	674	1	Patchy	tall grass	unclear	2	2	95320.07911	-3118254.466575	11	160	2	24	5	17	-0.77
47	675	1	Patchy	tall grass	unclear	1	2	95218.38717	-3118279.515015	11	162	2	335	5	17	-0.78
48	676	1	BG	tall grass	unclear	2	2	95108.409583	-3118317.427831	11	157	4	306	15	38	0.85
49	677	1	Patchy	short grass	unclear	2	2	94985.322684	-3118357.083582	11	146	3	299	15	30	1.86
34	678	1	BG	tall grass	Andropogonoid	2	2	77958.924454	-3123025.256869	6	119	2	88	15	34	-0.05
35	679	1	patchy	patchy	Panicoid	2	2	77793.242316	-3123074.709767	6	120	0	231	15	39	3.06
36	680	1	BG	tall grass	Panicoid	0	2	77643.870486	-3123126.649769	5	120	0	124	15	43	1.07
38	681	2	LG	short grass	Unclear	1	2	77383.571803	-3123230.785291	6	122	0	97	15	40	1.94
39	682	2	LG	short grass	Unclear	1	2	77243.175101	-3123279.815688	6	124	0	94	15	38	3.46
40	683	2	LG	short grass	Unclear	1	2	77117.516221	-3123330.132455	6	126	1	112	5	30	-0.43
41	684	2	BG	patchy	Andropogonoid		4	73176.83972	-3130611.744136	12	236	0	312	15	32	3.66
43	685	2	BG	patchy	Andropogonoid		4	73221.159051	-3130593.586315	12	237	2	292	15	32	0.01
44	686	2	BG	short grass	Andropogonoid		5	73264.919211	-3130580.776173	12	240	3	289	5	21	-1.19
45	687	2	BG	tall grass	Andropogonoid		5	73305.547635	-3130563.784928	12	241	4	297	15	31	1.63
46	688	2	BG	tall grass	Andropogonoid		5	73349.867353	-3130545.627581	12	246	6	292	15	32	1.2
47	689	2	BG	tall grass	Andropogonoid		5	73390.477638	-3130531.609345	12	246	6	292	15	32	1.2
1	690	2	BG	tall grass	Andropogonoid	0	2	104769.258557	-3107970.756182	17	321	2	36	5	19	-0.74
3	691	2	BG	tall grass	Andropogonoid	0	2	104618.001197	-3108201.91876	18	296	8	171	5	33	-1.87
5	692	2	BG	tall grass	Andropogonoid	0	6	111019.789635	-3104962.529154	19	182	0	87	5	32	0.5
7	693	2	BG	tall grass	Andropogonoid	0	0	111403.608393	-3104982.741955	16	143	0	123	5	30	0.33
9	694	2	BG	short grass	unclear	0	0	102362.033674	-3110736.764555	19	258	7	174	5	33	-1.71
11	695	2	BG	tall grass	unclear	0	0	102672.668156	-3110110.350642	17	280	3	43	15	28	-0.65
13	696	2	BG	tall grass	Andropogonoid	1	2	101667.108696	-3106464.063011	12	480	7	228	5	27	-1.98
14	697	2	BG	tall grass	Andropogonoid	1	2	99843.697726	-3124247.196765	15	260	2	294	5	22	-0.72
16	698	2	BG	tall grass	Andropogonoid	0	2	93870.34503	-3122194.78333	18	302	3	167	15	47	-0.32
17	699	2	BG	patchy	Chlorodoid	2	4	101335.901955	-3114734.377486	11	105	0	-1	15	39	4.98
19	700	2	BG	patchy	Chlorodoid	1	0	100920.78283	-3120252.26455	13	213	1	304	20	44	1.41
20	701	2	BG	patchy	Chlorodoid	2	2	97457.870204	-3125248.914398	19	161	1	136	15	40	-0.31
22	702	2	BG	patchy	Andropogonoid	2	6	110439.369768	-3105612.41639	17	160	11	76	15	30	-0.53
242	703	2	BG	tall grass	Andropogonoid	2	4	72008.981726	-3131573.727467	14	273	2	58	15	36	0.86
244	704	2	BG	tall grass	Andropogonoid	3	4	72265.356488	-3131989.10035	10	270	2	73	15	36	1.2
296	705	2	BG	tall grass	Andropogonoid	3	2	75522.656573	-3125698.726136	6	178	0	223	15	47	5.11
298	706	2	BG	tall grass	Andropogonoid	3	2	75516.43641	-3125682.039007	6	178	0	223	15	47	5.11
300	707	2	BG	tall grass	Andropogonoid	2	2	82054.888444	-3133552.329018	12	234	10	51	15	27	-0.26
13	708	2	BG	tall grass	Andropogonoid	2	2	98453.619288	-3120345.178268	13	288	7	106	15	42	0.17
1	709	2	BG	tall grass	Chlorodoid	1	2	101088.514508	-3120537.31014	11	220	3	332	20	32	4.07
3	710	2	BG	tall grass	Andropogonoid	1	6	109887.885816	-3107196.122996	15	187	17	250	5	22	-2.75
5	711	2	BG	patchy	Andropogonoid	1	6	110811.833614	-3103151.225002	16	276	9	210	15	38	-1.49
7	712	1	BG	patchy	Chlorodoid	2	4	101340.094512	-3114736.196854	11	105	0	-1	15	39	4.98
9	713	2	BG	tall grass	Chlorodoid	2	0	100945.668384	-3120175.177875	12	212	1	301	20	44	1.5
11	714	1	BG	tall grass	Unclear	2	2	97421.93536	-3125328.890078	19	158	0	197	15	45	4.27
13	715	2	BG	tall grass	Andropogonoid	2	2	101250.692903	-3109677.252748	18	160	1	156	5	32	-0.37
15	716	2	BG	tall grass	Andropogonoid	0	0	110366.274991	-3105874.557343	18	198	4	326	5	17	-1.47
17	717	2	BG	tall grass	Unclear	1	2	103497.63051	-3105496.29767	10	460	6	107	15	34	-1.1
19	718	2	BG	tall grass	Unclear	1	2	103676.44083	-3105373.575029	11	420	19	48	15	32	-1.63
21	719	1	BG	tall grass	Chlorodoid	4	4	101079.954862	-3114959.935721	11	100	0	-1	15	39	4.7
23	720	2	BG	tall grass	Chlorodoid	0	2	102926.527893	-3112895.231761	11	156	9	33	5	15	-2.19
25	721	2	BG	tall grass	Andropogonoid	0	2	99829.340592	-3124263.724983	15	260	2	294	5	22	-0.72
27	722	2	BG	tall grass	chlorodoid	2	2	100430.262948	-3121511.040131	11	212	4	113	15	43	1.7
29	723	2	BG	tall grass	Andropogonoid	0	2	93876.180419	-3122189.478061	18	302	3	167	15	47	-0.32
31	724	2	BG	tall grass	Andropogonoid	4	2	98441.106145	-3120393.236825	13	292	5	110	15	36	-0.98
24	725	2	BG	tall grass	chlorodoid	2	1	108640.495666	-3108895.404331	10	112	0	-1	15	39	3.91
25	726	2	BG	tall grass	unclear	2	2	106105.983597	-3108335.727701	13	247	5	77	15	32	1.64
26	727	2	BG	tall grass	andropogonoid	0	2	104794.724944	-3107953.141332	17	321	2	36	5	19	-0.74
27	728	2	BG	tall grass	andropogonoid	1	2	104827.855996	-3107963.539689	17	317	7	70	5	20	-1.91
28	729	2	BG	tall grass	unclear	0	0	102478.00552	-3110000.464593	17	284	2	346	5	16	-0.78
29	730	2	BG	tall grass	unclear		0	102489.097155	-3109998.181325	17	284	2	346	5	16	-0.78
30	731	2	BG	patchy	unclear	2	2	102416.215917	-3110012.42145	18	282	3	290	5	21	-1.05
31	732	2	BG	tall grass	andropogonoid	2	2	102223.034228	-3111886.110475	14	140	0	-1	15	39	5.42
32	733	2	BG	short grass	chlorodoid		2	102680.637419	-3108506.806079	17	393	6	137	5	28	-1.88
33	734	2	BG	short grass	chlorodoid		2	102663.749524	-3108508.44495	17	393	6	137	5	28	-1.88
34	735	2	BG	tall grass	chlorodoid	2	2	100409.333997	-3122680.436404	13	240	2	227	5	29	-1.01
35	736	2	BG	tall grass	chlorodoid	1	2	99684.220724	-3124111.479575	15	247	4	300	15	35	0.37
36	737	2	BG	short grass	chlorodoid	0	2	95761.086511	-3129781.38112	10	201	0	129	15	47	0.89
37	738	2	BG	short grass	andropogonoid	0	6	110391.751349	-3107286.978163	17	116	0	-1	15	39	4.09
38	739	2	BG	short grass	andropogonoid	0	6	109972.06929	-3106586.23809	17	204	3	100	5	33	-1
39	740	2	BG	tall grass	unclear	2	2	96085.456031	-3116267.78278	12	185	1	101	5	26	-0.31
40	741	2	LG	patchy	unclear	1	2	95594.934516	-3116259.084177	12	201	0	34	15	33	1.28
41	742	2	BG	tall grass	unclear	2	7	95046.156447	-3116154.808194	1	200	0	62	20	41	5.18
42	743	2	LG	short grass	unclear	0	0	95223.690786	-3116358.977166	12	201	0	291	5	22	0.6
43	744	2	LG	baresoil\short	unclear	1	2	95201.855015	-3116651.932318	9	187	4	163	15	42	0.54
44	745	2	LG	baresoil\short	unclear	1	2	95201.627175	-3116680.470471	9	184	2	146	15	43	0.84
45	746	2	LG	baresoil\short	unclear	1	2	95193.472148	-3116711.918279	9	185	2	166	5	33	-0.56
46	747	2	LG	baresoil\short	unclear	1	2	95173.146377	-3116749.809442	9	184	1	145	5	36	-0.24
47	748	2	LG	baresoil\short	unclear	1	2	95159.200385	-3116780.616429	9	183	1	124	15	46	0.7
48	749	2	LG	short grass	unclear	0	5	94888.117068	-3116811.158237	9	179	1	296	15	32	0.28
49	750	2	LG	tall grass	unclear	0	5	94294.759285	-3117349.304503	7	180	2	309	5	28	-0.85
50	751	2	LG	short grass	unclear	0	5	94332.679605	-3117351.388291	10	180	0	331	5	18	0.61
51	752	2	LG	tall grass	unclear	1	5	94420.233724	-3117340.189773	10	178	3	128	15	46	-0.41
52	753	2	LG	patchy	unclear	1	5	94313.895955	-3117594.42381	10	170	3	176	15	44	0.45
53	754	2	LG	short grass	unclear	0	5	94855.703202	-3117043.976807	9	175	4	223	15	47	-0.15
54	755	2	patchy	patchy	unclear		2	96287.678311	-3118501.489152	8	180	0	9	5	18	0.76
55	756	2	LG	short grass	unclear	4	0	97282.306278	-3118962.049789	12	219	3	219	5	29	-1.18
56	757	2	BG	short grass	unclear	1	2	97518.648558	-3118857.550454	8	222	1	330	5	18	-0.09
57	758	2	BG	patchy	chlorodoid	0	2	98036.488042	-3119184.068123	9	246	2	3	15	25	-0.08
58	759	2	BG	tall grass	unclear	1	2	98396.083869	-3119913.028972	14	292	9	83	15	41	-0.59
59	760	2	BG	short grass	andropogonoid	2	2	98582.006119	-3120553.753337	13	264	6	129	5	27	-1.8
60	761	2	BG	tall grass	andropogonoid	2	2	99071.863761	-3120368.143786	12	242	0	261	5	26	0.65
61	762	2	BG	tall grass	chlorodoid	2	0	99741.700379	-3119954.546622	12	203	3	76	15	32	-0.33
62	763	2	patchy	patchy	chlorodoid	2	0	100005.516714	-3119967.461664	9	203	5	333	15	30	0.88
63	764	2	BG	short grass	chlorodoid	1	0	100318.547481	-3120016.472824	11	208	4	18	15	28	-0.74
64	765	2	LG	patchy	unclear	1	0	100731.264702	-3119988.442937	12	195	5	355	20	39	3.37
65	766	2	LG	patchy	unclear	1	0	100890.448636	-3119915.465857	13	192	7	316	15	27	0.91
66	767	2	LG	patchy	unclear	1	0	100488.037748	-3120095.199206	11	210	4	36	15	36	0.66
67	768	2	BG	tall grass	chlorodoid	2	2	101734.366239	-3119979.131616	12	217	0	225	20	50	5.75
68	769	2	LG	patchy	chlorodoid	1	4	101286.198329	-3116181.196396	8	103	0	-1	20	44	4.94
69	770	2	LG	patchy	chlorodoid	1	4	101246.260842	-3116105.938433	6	103	0	-1	15	39	5.14
17	771	2	BG	short grass	andropogonoid	2	3	92426.598795	-3143633.895413	14	104	4	83	15	33	0.08
16	772	2	LG	short grass	unclear	0	3	92590.257898	-3143212.442218	14	98	3	114	5	36	-1.2
18	773	1	LG	short grass	unclear	2	3	92444.167802	-3143404.530774	14	101	0	340	5	20	0.39
14	774	2	LG	patchy	unclear	2	2	95421.050608	-3138257.262667	6	40	0	-1	15	39	5.91
9	775	2	BG	patchy	chlorodoid	0	2	101466.782889	-3120292.712408	14	235	6	78	15	39	-0.99
10	776	2	BG	tall grass	andropogonoid	2	2	98909.971814	-3120514.370762	12	259	5	34	5	17	-1.64
11	777	2	BG	tall grass	andropogonoid	0	2	98539.028464	-3119697.345856	14	283	6	75	5	21	-1.73
46	778	2	BG	patchy	panicoid	2	0	94122.445699	-3143265.586173	13	135	7	319	15	27	-1.36
23	779	2	LG	short grass	unclear	2	9	89994.629503	-3143824.384602	10	63	0	-1	15	39	4.38
24	780	2	LG	short grass	unclear	2	9	90123.690132	-3143790.885038	11	62	0	-1	15	39	4.55
25	781	2	LG	short grass	unclear	2	9	90128.807442	-3143740.386347	11	62	0	-1	15	39	4.09
26	782	2	LG	short grass	unclear	2	2	87171.137588	-3144436.392307	11	61	0	-1	15	39	5.94
19	783	2	LG	short grass	unclear	2	9	91992.587901	-3142926.540186	11	53	0	-1	15	39	6.43
20	784	2	LG	short grass	unclear	2	9	92047.588042	-3142818.163663	11	62	0	-1	15	39	12.84
21	785	2	LG	short grass	unclear	2	9	92141.556217	-3142971.699806	11	58	0	-1	15	39	4.5
22	786	1	BG	tall grass	andropogonoid	3		91049.227374	-3144168.40271							
15	787	2	LG	short grass	unclear	0	1	95378.141142	-3139924.676367	14	35	0	-1	15	39	5.72
12	788	2	BG	tall grass	andropogonoid	2	2	98272.691576	-3117177.797803	10	182	0	211	5	36	0.6
13	789	2	BG	tall grass	andropogonoid	3	4	100896.893228	-3116609.324992	8	118	0	-1	20	44	4.32
27	790	2	LG	short grass	unclear	2	2	87294.630856	-3144726.85491	11	63	0	-1	20	44	5.84
40	791	2	BG	tall grass	chlorodoid	2	2	102277.695376	-3112532.898001	12	157	5	50	15	39	-0.29
3	792		LG	short grass	unclear		6	97313.236775	-3113614.510719	14	223	2	71	5	22	-0.95
62	793	2	LG	patchy	unclear	0	5	75035.942014	-3131943.273632	10	223	0	64	5	22	0.63
63	794	2	LG	patchy	unclear	0	5	75010.91643	-3131989.488489	10	222	1	155	5	32	-0.55
64	795	2	LG	patchy	unclear	0	5	75027.559567	-3132020.509332	10	222	1	155	5	32	-0.55
76	796	2	LG	short grass	unclear	2	2	76321.192163	-3135100.712907	10	180	0	266	15	43	4.19
77	797	2	LG	short grass	unclear	2	2	76292.473714	-3135148.684971	10	179	1	283	15	41	3.53
78	798	2	LG	short grass	unclear	2	2	76299.417276	-3135214.128327	10	181	0	309	15	33	1.61
32	799	1	LG	short grass	unclear	2	5	93475.446564	-3118937.120155	12	180	7	273	15	34	0.11
48	800	1	LG	patchy	unclear	2	0	70723.604412	-3135620.048308	10	227	2	157	5	32	-0.91
49	801	1	LG	patchy	unclear	2	7	70839.559159	-3135583.286633	10	224	1	119	5	28	-0.6
50	802	1	LG	patchy	unclear	2	0	70767.835094	-3135701.168154	10	223	0	169	15	43	0.91
51	803	2	LG	short grass	unclear	2	7	70034.751332	-3136725.930584	15	201	1	134	15	39	0.28
52	804	2	LG	short grass	unclear	2	7	69977.72055	-3136852.227039	14	200	0	109	15	47	2.26
53	805	2	LG	short grass	unclear	2	7	70066.490081	-3136873.560855	15	198	1	90	15	42	3.64
39	806	2	BG	tall grass	andropogonoid	2	6	110181.633937	-3107062.997	17	156	10	89	15	31	0.07
38	807	2	BG	tall grass	andropogonoid	0	9	110829.97398	-3107899.600348	11	120	0	-1	20	44	10.86
41	808	1	BG	tall grass	chlorodoid	2	2	101448.602345	-3112148.282022	7	115	0	-1	15	39	4.65
36	809	2	LG	short grass	unclear	2	0	100271.658389	-3119833.099305	10	198	4	10	15	25	1.28
28	810	2	BG	tall grass	andropogonoid	2		94072.490599	-3116249.711389	3	188	11	126	15	36	-1.69
29	811	2	BG	tall grass	chlorodoid	3	6	96593.085857	-3114740.087235	15	211	4	271	15	36	0.11
30	812	2	BG	tall grass	andropogonoid	3	2	94109.95172	-3118713.809742	10	168	5	60	15	30	0.11
34	813	2	BG	tall grass	andropogonoid	0	2	92413.297779	-3120502.595205	11	245	1	168	5	33	-0.48
35	814	1	BG	tall grass	andropogonoid	4	2	98610.180258	-3125919.40517	16	200	3	297	15	38	0.67
37	815	2	LG	short grass	unclear	2	0	100211.360198	-3119861.725095	10	198	4	3	15	24	1.36
8	816	2	BG	tall grass	andropogonoid	1	2	93620.658066	-3128793.543176	11	182	0	43	5	19	0.57
82	817	2	BG	short grass	andropogonoid	3	2	84503.010839	-3133206.774194	10	268	9	152	15	48	-1.53
81	818	2	BG	tall grass	chlorodoid	0	2	84183.337437	-3133467.28655	9	242	4	150	5	38	-1.34
57	819	2	BG	tall grass	andropogonoid	2	0	80665.313066	-3127428.488953	8	101	2	150	10	36	-0.82
83	820	2	BG	tall grass	unclear	3	2	81221.907553	-3128331.219075	7	101	1	115	15	42	3.45
46	821	2	BG	patchy	panicoid	2	4	72918.02644	-3129517.475281	12	217	0	33	15	30	2.35
47	822	2	BG	tall grass	andropogonoid	2	4	72479.42497	-3131868.507373	10	260	1	47	5	20	-0.6
42	823	1	BG	tall grass	chlorodoid	3	0	101510.488455	-3113735.680217	11	154	8	270	10	28	-1.13
65	824	2	BG	tall grass	andropogonoid	3	2	76834.231531	-3132896.531869	6	224	0	13	5	19	0.47
66	825	2	BG	patchy	andropogonoid	2	2	77649.131237	-3132442.270381	8	216	6	54	15	29	-1.15
61	826	2	BG	tall grass	chlorodoid	3	2	77383.433595	-3130581.432736	8	160	2	69	5	25	-0.8
80	827	2	BG	tall grass	andropogonoid	2	2	81365.271289	-3132447.582168	12	193	5	244	15	46	-0.21
43	828	2	LG	short grass	unclear	2	5	73318.733521	-3128895.100459	11	222	0	344	5	19	0.71
44	829	2	LG	short grass	unclear	2	5	73230.680835	-3129004.543544	11	221	0	275	15	37	3.43
45	830	2	LG	short grass	unclear	2	5	73354.423188	-3128996.984504	11	223	0	312	15	33	2.99
73	831	2	LG	short grass	unclear	2	2	81291.388229	-3122482.686196	8	110	2	142	15	42	0.89
74	832	2	LG	short grass	unclear	2	2	81267.939825	-3122522.953964	8	110	2	142	15	42	0.89
75	833	2	LG	short grass	unclear	2	2	81213.092198	-3122533.875449	8	109	3	152	15	42	2.27
4	834	1	unclear	short grass	unclear	2	0	89161.66428	-3132620.206999	12	64	0	-1	15	39	14.13
5	835	1	unclear	tall grass	unclear	2	0	89076.057822	-3132667.721819	11	62	0	-1	15	39	5.22
6	836	1	unclear	patchy	unclear	2	0	89152.511541	-3132717.644402	12	61	0	-1	15	39	14.13
67	837	2	LG	short grass	unclear	2	2	82397.805845	-3122954.627968	9	101	0	254	5	29	0.71
68	838	2	LG	short grass	unclear	2	2	82564.99501	-3122995.621095	9	102	0	196	15	46	1.04
69	839	2	LG	short grass	unclear	2	2	82489.579973	-3123086.655709	9	100	0	203	15	47	2.43
60	840	2	LG	patchy	unclear	2	0	78589.00301	-3128941.318699	7	153	4	269	15	37	0.3
58	841	2	LG	patchy	unclear	2	2	78686.526085	-3128999.039955	7	160	2	249	5	27	-0.83
59	842	2	LG	patchy	unclear	2	2	78600.094464	-3129015.113926	7	157	4	251	5	26	-1.32
70	843	2	BG	tall grass	andropogonoid	2	7	81955.774664	-3122597.827704	8	100	1	136	15	42	0.61
71	844	2	BG	tall grass	andropogonoid	2	7	81846.847772	-3122507.898158	8	102	1	253	5	31	-0.39
72	845	2	other	tall grass	unclear	4	7	81627.776688	-3122351.220317	8	100	0	68	15	34	1.19
79	846	2	BG	tall grass	andropogonoid	2	2	76123.378798	-3134937.132005	9	177	2	229	15	47	0.41
84	847	1	LG	short grass	unclear	4	2	80018.40129	-3128040.046955	7	118	1	46	15	38	0.8
85	848	1	LG	short grass	unclear	4	2	81132.042074	-3123992.29976	8	99	0	115	15	42	4.16
33	849	1	LG	short grass	unclear	4	0	93705.325048	-3119048.917572	12	213	5	306	15	30	-1.05
54	850	2	LG	short grass	unclear	0	4	72731.386415	-3128881.973644	12	210	6	73	15	38	1.6
55	851	2	LG	short grass	unclear	2	2	70406.16025	-3123507.781378	17	284	1	40	10	27	0.35
56	852	2	LG	short grass	unclear	2	2	71592.294452	-3123208.687679	13	187	4	149	15	40	0.54
7	853	1	BG	tall grass	unclear	2	0	89864.81561	-3131634.400964	9	60	0	-1	15	39	5.11
3	854	1	LG	short grass	unclear	2	4	101395.22567	-3116258.006133	8	100	0	-1	15	39	4.83
4	855	2	LG	short grass	unclear	3	4	101432.364376	-3116228.594129	8	99	0	-1	15	39	4.87
5	856	1	patchy	patchy	unclear	3	4	101480.00165	-3116204.027905	5	99	0	-1	15	39	5.08
6	857	1	patchy	short grass	unclear	2	4	101516.289297	-3116150.826384	6	98	0	-1	15	39	4.98
7	858	1	BG	tall grass	chlorodoid	2	4	101546.613763	-3116117.194781	6	98	0	-1	15	39	5.3
8	859	1	patchy	patchy	unclear	2	4	101580.515629	-3116096.673902	6	98	0	-1	15	39	5.3
9	860	1	BG	tall grass	panicoid	3	4	101628.224678	-3116063.785113	6	98	0	-1	15	39	5.52
10	861	1	BG	tall grass	panicoid	3	4	101652.074236	-3116047.935202	5	98	0	-1	20	44	11.29
11	862	1	LG	short grass	unclear	0	4	101683.954858	-3116017.289983	5	98	0	-1	15	39	5.14
12	863	1	BG	tall grass	chlorodoid	0	4	101716.403165	-3115981.893023	6	98	0	-1	15	39	11.29
13	864	1	LG	short grass	unclear	2	4	101741.909953	-3115957.139162	6	98	0	-1	15	39	5.97
14	865	1	BG	tall grass	chlorodoid	2	4	101772.777719	-3115921.728973	6	100	0	-1	15	39	5.22
15	866	1	LG	short grass	unclear	2	4	101812.031319	-3115891.741402	6	102	0	-1	15	39	11.3
16	867	1	BG	tall grass	chlorodoid	2	4	101842.823304	-3115865.249215	6	106	0	-1	15	39	5.67
17	868	2	BG	patchy	chlorodoid	2	7	101880.55733	-3115828.114164	6	108	0	-1	15	39	11.32
18	869	2	BG	short grass	andropodonoid	2	7	101917.217336	-3115793.348433	6	115	0	-1	15	39	11.33
19	870	2	BG	short grass	andropodonoid	1	7	101952.25093	-3115763.919861	6	120	0	-1	15	39	11.33
