Indiv_id	Groundtrth	Size_id	Community_	Grass_heig	Andropog_c	Tree_densi	Geol_id	Xval	Yval	Fire5698	Altitude	Slope	Aspect	Rsp	Trmi	Twi
20	871	2	BG	tall grass	chlorodoid	1	7	101989.939858	-3115732.135817	6	120	0	-1	15	39	11.33
21	872	2	BG	tall grass	chlorodoid	2	7	102031.839625	-3115700.982534	6	123	0	-1	15	39	11.34
22	873	2	BG	tall grass	chlorodoid	2	7	102076.481305	-3115657.367069	6	125	0	-1	15	39	11.34
23	874	2	BG	patchy	andropodonoid	1	7	102113.643934	-3115625.579001	6	127	0	-1	15	39	5.16
24	875	2	BG	patchy	chlorodoid	1	7	102147.655121	-3115592.574802	6	132	0	-1	20	44	5.94
25	876	2	BG	tall grass	unclear	1	7	102181.600272	-3115567.299475	6	131	0	-1	20	44	11.36
26	877	2	BG	tall grass	andropodonoid	1	7	102222.974152	-3115536.142323	6	136	0	-1	15	39	5.22
27	878	2	BG	patchy	andropodonoid	1	7	102265.949569	-3115502.620761	6	138	0	315	15	35	4.92
28	879	2	BG	short grass	andropodonoid	1	7	102314.276582	-3115459.632359	6	136	1	315	15	35	1.81
29	880	2	BG	short grass	andropodonoid	2	7	102373.189453	-3115411.383812	6	134	1	315	15	35	2.27
30	881	2	BG	patchy	andropodonoid	1	4	102429.488315	-3115360.734924	6	137	2	301	15	33	2.4
31	882	2	BG	patchy	andropodonoid	1	4	102485.848952	-3115302.952091	6	142	4	304	15	30	0.01
32	883	2	BG	patchy	unclear	1	4	102551.603899	-3115255.952416	6	151	7	332	10	21	-1.2
33	884	1	BG	patchy	chlorodoid	2	4	102607.924708	-3115202.926232	6	145	3	354	10	21	-0.39
34	885	1	LG	short grass	unclear	2	4	102674.202558	-3115156.526212	6	138	0	-1	15	39	2.71
35	886	2	LG	short grass	unclear	2	4	102731.583495	-3115102.915189	6	131	0	-1	15	39	2.71
36	887	1	patchy	patchy	unclear	1	4	102788.959815	-3115049.899013	6	123	0	-1	15	39	3.81
38	888	1	BG	tall grass	chlorodoid	2	4	102852.665757	-3114996.34304	6	116	0	-1	15	39	4.25
39	889	1	LG	short grass	unclear	4	4	102924.845318	-3114938.10393	6	113	0	-1	15	39	4.09
40	890	1	patchy	short grass	unclear	3	4	102981.696288	-3114885.084095	6	112	0	-1	15	39	4.01
41	891	1	BG	patchy	chlorodoid	3	4	103045.337215	-3114839.257784	6	111	0	-1	15	39	4.17
42	892	1	patchy	short grass	unclear	3	4	103095.389469	-3114780.234035	6	109	0	-1	15	39	8.49
43	893	1	patchy	short grass	unclear	3	4	103157.87458	-3114746.289606	5	108	0	-1	15	39	5.81
44	894	1	patchy	short grass	unclear	4	4	103226.859066	-3114692.186651	5	106	0	-1	15	39	6.19
45	895	1	LG	short grass	unclear	4	4	103289.509715	-3114639.218271	5	104	0	-1	15	39	5.95
46	896	1	BG	short grass	chlorodoid	4	4	103326.869261	-3114585.436638	5	103	0	-1	15	39	5.89
47	897	2	BG	tall grass	panicoid	3	4	103404.421719	-3114515.950233	5	99	0	-1	15	39	5.87
48	898	2	BG	tall grass	panicoid	3	4	103449.362768	-3114499.692024	5	100	0	-1	15	39	5.44
49	899	2	BG	tall grass	chlorodoid	3	2	103496.508966	-3114411.511174	5	100	0	-1	15	39	5.35
50	900	2	BG	tall grass	chlorodoid	3	2	103596.121289	-3114351.135594	6	99	0	-1	20	44	5.35
51	901	2	BG	tall grass	unclear	3	2	103631.674827	-3114323.499968	6	99	0	-1	15	39	5.37
52	902	2	BG	tall grass	chlorodoid	3	2	103704.7975	-3114278.948486	6	97	0	-1	20	44	5.35
53	903	1	BG	tall grass	panicoid	3	2	103757.237214	-3114249.081696	6	97	0	-1	15	39	5.8
54	904	1	patchy	patchy	unclear	3	2	103808.979985	-3114178.184244	6	97	0	-1	15	39	5.37
55	905	1	BG	tall grass	chlorodoid	1	2	103874.756754	-3114130.002421	6	98	0	-1	15	39	6.24
56	906	2	BG	tall grass	chlorodoid	2	2	103939.981129	-3114084.789046	6	99	0	-1	15	39	5.39
57	907	2	BG	tall grass	chlorodoid	3	0	103997.967304	-3114023.459773	6	99	0	-1	15	39	7.76
58	908	1	patchy	patchy	unclear	4	0	104039.135259	-3113956.632936	6	99	0	-1	15	39	7.76
59	909	2	BG	tall grass	andropodonoid	1	2	104115.811036	-3113928.168093	6	101	0	-1	15	39	5.44
60	910	2	BG	tall grass	andropodonoid	1	2	104176.878137	-3113876.379443	6	102	0	-1	15	39	5.42
61	911	2	BG	tall grass	chlorodoid	3	2	104229.48698	-3113827.490022	6	105	0	-1	15	39	6.47
62	912	2	BG	patchy	panicoid	3	2	104291.092522	-3113774.517593	6	104	0	-1	15	39	6.04
63	913	1	patchy	tall grass	unclear	4	2	104342.601394	-3113730.970124	6	105	0	-1	15	39	5.7
64	914	1	patchy	tall grass	unclear	4	2	104415.714821	-3113688.206365	5	110	0	-1	15	39	5.62
65	915	2	BG	tall grass	panicoid	4	2	104429.865669	-3113637.197734	5	107	0	-1	15	39	5.63
66	916	2	BG	tall grass	chlorodoid	4	2	104479.58108	-3113618.012315	5	109	0	-1	15	39	6.11
67	917	2	BG	tall grass	panicoid	3	2	104541.126346	-3113572.175224	6	113	0	-1	15	39	5.58
68	918	2	BG	tall grass	panicoid	3	2	104550.25827	-3113552.634597	6	119	0	-1	15	39	4.38
69	919	2	BG	tall grass	panicoid	3	9	104595.778562	-3113531.034609	6	119	0	-1	15	39	4.38
70	920	2	BG	tall grass	panicoid	3	9	104659.570716	-3113468.569979	6	135	0	225	20	50	5.47
71	921	2	BG	tall grass	andropodonoid	1	9	104714.800843	-3113422.678476	6	148	6	269	15	33	1.19
72	922	2	BG	tall grass	andropodonoid	3	9	104767.909654	-3113377.363115	6	159	12	271	15	30	0.44
73	923	2	BG	tall grass	andropodonoid	1	9	104790.730338	-3113359.726469	6	157	12	280	15	32	0.34
74	924	2	BG	tall grass	andropodonoid	1	9	104838.532415	-3113318.526773	6	165	14	279	15	30	-0.17
75	925	2	BG	tall grass	andropodonoid	1	9	104878.903518	-3113283.207585	6	180	15	275	15	29	-0.39
76	926	2	BG	tall grass	andropodonoid	1	9	104944.736631	-3113229.680857	6	190	12	284	10	24	-1.73
77	927	2	BG	tall grass	andropodonoid	1	9	104993.082539	-3113186.702751	6	196	11	303	10	23	-1.72
78	928	2	BG	tall grass	andropodonoid	1	9	105043.54235	-3113143.148913	7	196	12	323	15	25	-0.7
79	929	2	BG	tall grass	andropodonoid	1	9	105097.206909	-3113094.867014	7	200	12	324	15	25	-1.16
80	930	2	BG	tall grass	andropodonoid	1	9	105123.259195	-3113069.530135	7	190	13	325	15	24	-1.2
81	931	2	BG	tall grass	andropodonoid	1	9	105147.177058	-3113047.147321	7	197	12	333	5	14	-2.49
82	932	2	BG	tall grass	andropodonoid	3	9	105189.679296	-3113009.469602	7	186	13	335	5	13	-2.55
83	933	2	BG	tall grass	andropodonoid	1	9	105245.406247	-3112966.557606	7	178	13	339	15	33	-0.74
84	934	2	BG	tall grass	andropodonoid	3	9	105295.873165	-3112922.410318	7	172	13	327	15	34	-0.79
85	935	2	BG	tall grass	andropodonoid	3	9	105354.805447	-3112874.770488	7	185	10	333	5	15	-2.27
86	936	2	BG	tall grass	andropodonoid	3	9	105408.477723	-3112825.895346	7	179	10	350	10	18	-0.78
87	937	2	BG	tall grass	andropodonoid	4	9	105451.941265	-3112798.929207	7	169	12	2	15	21	-0.18
88	938	2	BG	tall grass	andropodonoid	4	9	105492.811519	-3112767.183717	7	157	12	2	15	21	0.06
89	939	2	BG	tall grass	andropodonoid	3	9	105509.883622	-3112744.146586	6	156	11	6	15	22	-0.45
90	940	2	BG	tall grass	andropodonoid	3	9	105534.319462	-3112722.958227	6	142	5	3	15	26	10.44
91	941	2	BG	tall grass	andropodonoid	3	9	105558.249302	-3112699.387147	6	143	5	354	15	24	10.47
92	942	2	BG	tall grass	andropodonoid	3	9	105581.620591	-3112679.378615	6	143	5	354	15	24	10.47
93	943	2	BG	tall grass	chlorodoid	3	9	105607.6748	-3112654.042747	6	139	1	323	15	31	11.29
94	944	2	BG	tall grass	chlorodoid	1	9	105635.816519	-3112631.103696	6	139	1	323	15	31	11.29
95	945	2	BG	tall grass	andropodonoid	1	9	105670.80548	-3112608.81982	6	136	0	315	15	35	4.96
96	946	2	BG	tall grass	andropodonoid	1	9	105704.344818	-3112571.65903	6	131	0	-1	15	39	5.91
97	947	2	BG	tall grass	andropodonoid	1	9	105730.947697	-3112543.950087	5	131	0	-1	15	39	5.91
98	948	2	BG	tall grass	andropodonoid	1	9	105758.051481	-3112519.21834	5	125	0	-1	15	39	6
99	949	2	BG	tall grass	andropodonoid	1	9	105778.229185	-3112502.749218	5	125	0	-1	15	39	6
